@relation tramitacoes2018-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute FLTIPOPROCESSO {F,L}
@attribute NUTRAMITE {2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,104,105,106,107,108,110,111,112,113,114,116,117,119,120,122,123}
@attribute CDASSUNTO {1,2,3,4,5,6,7,9,10,11,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,32,38,39,41,44,49,70,71,73,74,75,77,78,79,80,83,89,91,92,93,94,96,97,98,99,100,101,102,103,105,106,107,108,109,110,111,112,114,115}
@attribute CDTIPOPARECER {1,2,4}
@attribute CDSETORRESP {1,2,7,8,10,20,27,32,33,35,39,47,50,51,52,53,60,62,83,90,92,93,141,151,213,229,259,277,284,285,305,348,364,450,756,1006,1078,1103,1286,1308,1397,1417,1537,1538,1539,1540,1541,1575,1786,1788,1791,1793,1844,1875,1876,1881,1978,1996,2002,2004,2006,2008,2010,2012,2014,5743,5885,5930,5982,5994,6027,6028,6029,6080,6083,6097,6211,6214,6215,6216,6221,6227,6230}
@attribute CDSETORABERTURA {3,7,10,27,32,33,50,51,53,60,73,83,84,87,90,92,93,234,613,718,769,775,778,782,990,992,993,997,1006,1026,1061,1065,1072,1095,1205,1235,1249,1561,1786,1788,1791,1793,1835,1844,1875,1996,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2128,5893,5895,5898,5899,5902,6064,6074,6080,6128,6205,6211,6214,6215,6216,6217,6218,6220,6221,6222,6230}
@attribute CDSETORAUTUACAO {1,7,10,19,31,33,35,47,50,51,55,56,60,62,83,93,109,136,137,155,158,160,174,176,182,184,185,187,188,190,191,192,197,200,201,207,210,211,214,215,216,241,249,251,258,259,260,262,264,269,277,283,287,288,289,290,291,294,298,305,306,309,312,315,322,324,329,330,338,339,340,343,352,353,361,365,375,378,381,389,391,394,395,398,399,407,412,415,422,428,432,434,435,442,446,447,452,453,454,455,456,461,466,469,560,580,605,639,642,705,756,769,782,785,790,862,864,915,924,999,1006,1026,1036,1044,1049,1053,1054,1065,1095,1207,1214,1215,1227,1231,1446,1447,1449,1451,1519,1537,1560,1562,1572,1574,1583,1584,1592,1608,1643,1662,1758,1764,1766,1786,1788,1791,1793,1799,1802,1866,1918,1928,1934,1951,1955,1978,1996,2002,2004,2006,2008,2010,2012,2015,2114,3086,4280,4732,5124,5196,5287,5843,5855,5875,5885,5895,5907,5961,5982,5991,5999,6000,6015,6017,6020,6029,6049,6055,6065,6072,6080,6083,6088,6096,6137,6145,6213,6214,6222,6227,6230}
@attribute CDUSUARIO {AACASTRO,VASILVA,MCARVALHO,ACFREITAS,GERSON,VVCOSTA,ISRICARTE,REBSOUZA,FGCRUZ,PVCOSTA,MMANDRADE,SRPATRICIO,MWENTZ,CDSILVA,DDURIEUX,LJACQUES,CFSILVA,MTRICHARTZ,DORIS,JSOUZA,PPASSOLD,EKZAPPELINI,BVIEIRA,AHSANTOS,LCAVALLERI,ACRESPALDI,WBALSAMO,BBRIBEIRO,FPGCOSTA,EDORIGATTI,MTCESCONETO,ESARMENTO,NELIZA,PREMOR,HVMAZZOLA,BBROGNOLI,VOLIVEIRA,VAMARAL,LCSMACHADO,SDCARDOSO,JTRES,RMARTENDAL,CRODRIGUES,SMITHOMAZ,MMDASILVA,NRFERNANDES,DROGLIO,EMMFILHO,RCAVANHOLI,MIPZIMMERMANN,RRZDASILVA,TMBATISTA,SDMARCOS,MGUEDES,LFUHR,APPEREIRA,YCOSTA,ILIMA,PMFINARDI,VAGUIAR,MMARTINS,TBMEDEIROS,MAZEVEDO,LCLAGO,SAKOERICH,BCCORTES,MROSA,LDECKER,RKRAUS,DASILVA,KCIPRIANI,GJMOZZER,TLSANTOS,SFPEREIRA,BLEIRIA,KSANHAIA,VASMAFIOLETTI,RFERNANDES,SFLUZ,FEMSANTOS,YFERREIRA,LRGREGORIO,ACERVI,OBOING,ALIGARAUJO,LMDSANTOS,MVALERIO,GNDASILVA,MSCOSTA,LAVILLA,AMKOCH,FCOLLET,TRAMIRES,CLCCOSTA,IMCKOCHE,SLKRAESKI,ABSSOUZA,BFGONZAGA,MHULLER,LHSAAR,VPARGENDLER,EZANFERRARI,AVPEREIRA,TRECH,LEMPEREIRA,NMGODINHO,FLISBOA,SGA,TCRAIMUNDO,RGPINHEIRO,FREGIS,SRIGOTTI,LMSANTOS,JMMZEFERINO,ISA,HMARTINELLI,JMBARRETO,TCAPISTRANO,AGARAUJO,FBRITO,SSAMORIM,SKOCH,JBOMBASAR,LBUSS,JCCONRADO,RSCHIEFLER,FGREGUI,DCHEINECK,CSILVANO,LFROSA,MSARTOR,RELUZ,ENBRAS,WDACPARRELLA,RDAROS,TGBETIO,VRCASTRO,SELIAS,AMOLIVEIRA,JFONTOURA,MBATTIATO,MMONGUILHOTT,GMERIZE,ISILVEIRA,AVOLIVEIRA,FLCHAVES,FCOMIN,ISNUNES,MFTONINI,MGHENRIQUE,RCARLESSO,JJESKE,BSCUNHA,TBOSCHINI,SAMSILVA,MLIMA,SSIPRIANO,DBRISTOT,BNOSOL,SNORONHA,MCONCEICAO,RSDEMELO,RRAMOS,RGRUMICHE,RZEFERINO,LHNUNES,GDDASILVA,GCORREGGIO,JAPARECIDA,IAFACINI,PWBRAMONT,GFRANZONI,RPTDAVILA,FWESTPHAL,EAFORTES,RAOLIVEIRA,JOFERNANDES,FCORAL,LFIGUEIRO,FKSOUZA,CSMATOS,RSEIFFERT,VACSOUZA,FISILVA,SZALVES,JROMAN,LHTHIESEN,MWALETE,PRSOUZA,AGSILVEIRA,MAYRAS,KPRIM,CSILVEIRA,IZAFFONATO,AAALMEIDA,MCOLSEN,PSSILVEIRA,JMENDES,BCOLPANI,GMAY,AWILBERT,JROSARIO,RMARIA,PALLEBRANDT,MCVIEIRA,HCOUTINHO,SSCOUTINHO,LLSILVA,KASSUNCAO,MLSERPA,FADESDACUNHA,APISANI,TRROCHA,DSEEMANN,MGSILVA,GLDAROS,RRMORAES,EBIAZIN,MRROSA,TDASILVEIRA,SPIRES,JANAINA,MGATELLI,LPASCOAL,FRRODRIGUES,AASILVA,AJUMES,CSOLIVEIRA,DBERGMANN,RNSTIPP,ALONGO,MDACOREGGIO,JCOMIM,JPERING,CHRISTIAN,RDEVANGELISTA,NLORENZ,DCUNHA,JSBVILAIN,MMVALE,TGBARROS,RHSOUZA,CAMILADEOLIVEIRA,MGROSSL,LMARTINS,MMBERNARDINO,CRSANTOS,EVIECELI,CESTEIL,JACOSTA,GSILVEIRA,GMROSA,LVIEIRA,LKEMPNER,MWINTER,CVICENTE,IANNES,ADRIANO,OZANCHI,ROPIRES,AGRAZIOTIN,EGOULART,OCIOFFI,CBOSCHETTO,SOBIERAJSKI,CSIQUEIRA,JMORIGUTI,JBOTEGA,RHOFFMANN,AFERRAZ,EMENDES,TDDESOUZA,LMIGUEL,JKSILVA,LRDUARTE}
@attribute CDSETORORIGEM {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,73,83,84,87,90,92,93,225,234,238,310,429,459,498,589,613,633,718,748,769,775,776,778,782,789,790,862,990,992,993,994,997,1006,1017,1026,1061,1065,1072,1095,1205,1235,1249,1308,1519,1537,1539,1561,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1978,1987,1996,2000,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2127,2128,4732,5221,5893,5895,5898,5899,5901,5902,5932,5944,5957,5984,6020,6027,6029,6064,6065,6074,6080,6128,6205,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}
@attribute CDSETORDESTINO {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,83,84,87,90,92,93,225,230,238,310,429,431,436,459,498,524,589,613,633,748,775,776,778,782,789,790,862,994,997,1006,1017,1308,1519,1537,1539,1562,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1881,1978,1987,1996,2000,2002,2004,2006,2008,2010,2012,2014,2018,2127,2128,2290,4732,5221,5287,5307,5893,5895,5899,5901,5902,5932,5944,5953,5957,5984,5986,6020,6027,6029,6062,6065,6080,6089,6103,6121,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}

@data
F,6,20,1,7,50,2006,LJACQUES,50,7
F,9,17,1,7,50,2006,LJACQUES,50,7
F,2,80,1,10,7,10,LAVILLA,7,10
F,7,80,1,10,7,10,NELIZA,1537,10
F,10,110,1,51,1996,1996,MLIMA,1996,1537
F,6,10,1,50,7,2004,VASILVA,2004,2010
F,11,80,1,1,7,7,LFUHR,10,61
F,39,110,?,51,51,51,GERSON,1006,5895
F,45,110,1,51,51,51,ACFREITAS,5901,7
F,57,110,1,51,51,51,CRODRIGUES,2002,1537
F,69,110,1,51,51,51,NELIZA,1987,7
F,12,44,1,10,10,10,MMANDRADE,1537,10
F,7,44,1,10,10,10,AHSANTOS,1537,10
F,8,44,1,10,10,10,VAMARAL,10,1537
F,7,44,1,10,10,10,APPEREIRA,6029,1017
F,10,44,1,10,10,10,LFUHR,10,7
F,12,44,4,10,10,10,KCIPRIANI,6029,1006
F,6,94,4,50,7,2004,LJACQUES,50,2004
F,3,89,1,50,7,184,LJACQUES,50,53
F,6,89,1,50,7,184,MMANDRADE,7,50
F,8,10,1,50,7,2004,MMANDRADE,7,50
F,13,102,1,1537,7,1786,BBRIBEIRO,2002,633
F,11,102,1,1537,7,1786,BBRIBEIRO,2002,92
F,4,102,1,1537,7,1786,ILIMA,53,1537
F,7,97,1,1788,51,51,CRODRIGUES,2002,633
F,20,110,1,51,51,51,RELUZ,1006,5901
F,9,110,1,51,51,51,LDECKER,93,5901
F,6,20,1,50,7,50,SRPATRICIO,7,50
F,8,80,1,7,7,7,MMANDRADE,1,7
F,4,80,4,7,7,7,JSOUZA,1,7
F,3,28,4,93,93,93,SDMARCOS,633,93
F,9,89,1,50,7,5999,LJACQUES,50,2012
F,3,89,1,50,7,5999,LJACQUES,50,6230
F,10,89,1,50,7,5999,CLCCOSTA,2012,53
F,6,10,1,50,7,2004,SAKOERICH,2004,7
F,4,10,1,50,7,2004,FEMSANTOS,2004,2012
F,7,10,1,50,7,2004,NELIZA,7,50
F,2,80,1,7,7,10,MMANDRADE,7,10
F,4,7,1,2006,2006,862,LJACQUES,50,2012
F,6,94,1,50,7,2004,YFERREIRA,50,633
F,3,78,1,1537,7,7,NELIZA,1537,7
F,6,111,1,50,50,7,NELIZA,7,53
F,6,110,1,51,51,51,SFPEREIRA,51,7
F,7,110,1,51,51,51,MMANDRADE,7,51
F,16,114,?,50,7,7,MMANDRADE,7,1
F,5,89,1,50,7,251,APPEREIRA,6029,7
F,10,89,4,50,7,7,PPASSOLD,50,2012
F,5,29,1,1791,7,1791,SRPATRICIO,7,1791
F,4,2,4,6230,50,6230,SRPATRICIO,7,50
F,6,15,1,50,7,2004,MMARTINS,50,2004
F,7,20,1,50,7,2004,JFONTOURA,2012,50
F,5,97,1,6215,51,51,LRGREGORIO,51,2002
F,10,89,4,50,7,190,MCARVALHO,92,2012
F,12,91,1,10,10,10,BBRIBEIRO,2002,10
F,4,91,1,10,10,10,MMANDRADE,6027,7
F,7,91,1,10,10,10,LMSANTOS,10,2002
F,10,91,1,10,10,10,NELIZA,7,51
F,13,110,1,51,51,51,ISNUNES,1006,51
F,4,98,1,1537,7,1537,MMANDRADE,1537,7
F,9,44,1,10,10,10,LJACQUES,50,7
F,8,79,1,1537,7,1537,NELIZA,6027,51
F,6,79,1,1537,7,1537,TCAPISTRANO,1788,1537
F,3,79,1,1537,7,1537,NELIZA,6027,1788
F,16,80,?,1,7,2010,NELIZA,2010,7
F,7,110,1,51,51,51,MSCOSTA,5895,50
F,28,110,1,51,51,51,TLSANTOS,5901,51
F,32,110,1,51,51,51,NELIZA,1537,6027
F,41,110,1,51,51,51,HVMAZZOLA,51,5901
F,34,110,1,51,51,51,DORIS,51,5901
F,42,110,1,51,51,51,JCCONRADO,5901,633
F,16,91,1,1537,7,7,JSOUZA,7,50
F,13,91,1,1537,7,7,LJACQUES,50,2006
F,7,96,4,7,51,7,CLCCOSTA,2012,2004
F,5,96,1,7,51,7,NELIZA,7,50
F,7,97,1,1788,51,51,ESARMENTO,92,2002
F,9,110,4,51,51,51,LDECKER,92,93
F,3,80,1,1,7,7,AHSANTOS,1,7
F,8,110,?,51,51,51,PVCOSTA,1006,5901
F,8,44,1,1996,1996,1996,MWENTZ,1996,53
F,7,110,1,51,51,51,NELIZA,1537,6027
F,6,110,1,51,51,51,MCARVALHO,92,2002
F,7,23,?,2004,2004,2004,GDDASILVA,2012,2004
F,7,10,1,50,7,2004,DDURIEUX,2010,2004
F,2,89,1,2012,50,6230,VPARGENDLER,50,2012
F,10,89,1,2012,50,6230,MMARTINS,50,2012
F,9,89,1,2012,50,6230,MMANDRADE,7,50
F,7,3,1,7,7,50,MMANDRADE,7,50
F,2,41,1,6080,7,6080,SRPATRICIO,7,6080
F,5,23,1,2004,2004,2004,SMITHOMAZ,2012,2004
F,10,110,1,51,51,51,VRCASTRO,92,5901
F,11,10,1,50,7,2004,SDCARDOSO,2010,2012
F,20,110,?,51,51,51,ABSSOUZA,6230,5895
F,6,80,1,1,7,3086,MMANDRADE,7,1537
F,71,110,1,51,51,51,JCCONRADO,5901,92
F,75,110,1,51,51,51,MHULLER,5901,51
F,30,110,1,51,51,51,IMCKOCHE,5901,92
F,77,110,1,51,51,51,HVMAZZOLA,51,1537
F,57,110,1,51,51,51,ILIMA,92,53
F,13,110,?,51,51,51,NELIZA,7,5895
F,5,29,?,7,7,5124,MMANDRADE,7,1791
F,2,29,1,7,7,5124,MMANDRADE,7,1791
F,5,7,4,50,7,2006,ISRICARTE,2012,2004
F,9,10,1,50,7,2004,AACASTRO,2004,2010
F,5,16,1,50,7,7,APPEREIRA,6029,7
F,5,110,1,51,2002,2002,SFPEREIRA,51,2002
F,4,16,4,6029,7,5907,LJACQUES,50,2004
F,3,16,1,6029,7,5907,APPEREIRA,6029,50
F,9,91,4,6227,2002,6227,NELIZA,6027,2002
F,6,4,1,50,7,50,LJACQUES,50,633
F,5,4,1,50,7,50,MMANDRADE,7,50
F,2,96,1,1786,51,51,VVCOSTA,51,2002
F,32,44,1,10,10,10,SDMARCOS,633,1537
F,35,44,1,10,10,10,MMANDRADE,7,7
F,31,44,1,10,10,10,MROSA,53,633
F,29,44,1,10,10,10,SRPATRICIO,7,7
F,7,44,1,10,10,10,ILIMA,53,633
F,12,44,1,10,10,10,REBSOUZA,633,7
F,5,2,?,50,50,50,ALIGARAUJO,6029,7
F,7,29,4,7,7,639,SDMARCOS,633,1791
F,6,29,1,7,7,639,VAGUIAR,1791,633
F,9,3,1,6029,7,6029,MMANDRADE,6029,7
F,8,1,1,6230,6230,6230,CLCCOSTA,2012,50
F,3,2,1,50,7,50,LJACQUES,50,6029
F,8,110,1,51,2002,2002,TRAMIRES,2002,92
F,4,110,1,51,2002,2002,MMANDRADE,7,5895
F,3,89,1,6230,6230,6230,RKRAUS,2012,50
F,9,89,1,6230,6230,6230,MCARVALHO,53,7
F,5,10,4,2004,2004,2004,LJACQUES,50,2004
F,2,80,1,33,7,216,MMANDRADE,7,6029
F,3,17,1,2006,2006,5843,LJACQUES,50,7
F,2,6,1,2012,50,6230,LJACQUES,50,6029
F,8,7,1,10,7,10,LJACQUES,50,7
F,7,110,?,51,1996,1996,NELIZA,6080,1996
F,11,110,1,51,1996,1996,MCARVALHO,53,1996
F,5,11,1,6230,6230,1786,LJACQUES,50,633
F,9,11,1,6230,6230,1786,PPASSOLD,50,6230
F,2,23,?,2004,2004,2004,FGCRUZ,2004,2012
F,10,20,1,50,7,2004,VASILVA,2004,50
F,6,20,1,50,7,2004,WBALSAMO,7,50
F,5,20,1,50,7,2004,LJACQUES,50,7
F,9,110,1,51,1996,1996,AHSANTOS,1537,1996
F,8,110,1,51,1996,1996,MMANDRADE,7,1537
F,5,89,1,50,7,5991,ILIMA,53,6029
F,9,89,1,50,7,5991,CLCCOSTA,2012,93
F,8,108,1,6230,50,6230,MMANDRADE,2012,7
F,3,108,1,6230,50,6230,ISRICARTE,2012,50
F,2,108,1,6230,50,6230,LJACQUES,50,2012
F,11,108,4,6230,50,6230,WBALSAMO,6230,50
F,3,80,1,6080,6080,6080,MMANDRADE,1,7
F,13,10,4,50,7,2004,REBSOUZA,633,50
F,8,23,1,6227,2004,6227,VASILVA,2004,1017
F,19,23,1,6227,2004,6227,AHSANTOS,1537,2004
F,17,23,1,6227,2004,6227,LJACQUES,50,1537
F,15,23,1,6227,2004,6227,LJACQUES,1537,50
F,6,105,1,756,1996,756,ISILVEIRA,1996,633
F,5,89,1,50,7,6145,APPEREIRA,6029,7
F,8,89,1,50,7,6145,ISRICARTE,2012,93
F,7,97,1,1788,51,51,TRAMIRES,2002,51
F,2,80,1,1537,7,5982,SRPATRICIO,7,6027
F,7,2,4,6230,6230,6230,WBALSAMO,6230,2004
F,6,111,1,50,50,50,LJACQUES,2010,50
F,16,80,1,6029,7,2004,ISRICARTE,2012,2004
F,9,80,1,6029,7,2004,VASILVA,2004,7
F,5,108,1,50,7,50,ISRICARTE,50,2012
F,10,20,4,50,7,2004,SDMARCOS,633,50
F,8,6,1,2010,2010,2010,LJACQUES,50,1537
F,2,80,1,1,7,5287,MMANDRADE,7,1539
F,4,94,1,50,7,2006,LJACQUES,2006,50
F,34,110,1,51,51,51,JCCONRADO,5901,633
F,7,7,1,10,10,10,VASMAFIOLETTI,10,50
F,7,32,1,1,7,50,FEMSANTOS,2004,2012
F,6,32,1,1,7,50,LJACQUES,50,2004
F,3,44,1,10,10,10,JSOUZA,1537,10
F,9,10,4,2004,2004,2004,MTCESCONETO,633,50
F,6,2,1,50,50,50,LJACQUES,50,7
F,3,2,1,50,50,50,SRPATRICIO,7,50
F,5,2,4,6230,50,6230,NELIZA,1537,50
F,5,10,1,2004,2004,2004,VASILVA,2004,2010
F,7,110,1,51,51,51,CRODRIGUES,2002,1537
F,4,80,1,7,7,6080,SRPATRICIO,7,50
F,8,80,1,7,7,6080,MMANDRADE,7,3
F,5,89,1,50,7,136,APPEREIRA,6029,7
F,3,3,1,6029,7,7,ALIGARAUJO,6029,7
F,5,91,1,6227,2002,6227,SRPATRICIO,1,2002
F,5,5,1,2010,2010,2010,JSOUZA,7,50
F,5,111,1,2010,2010,7,LJACQUES,50,6230
F,3,111,1,2010,2010,7,SRPATRICIO,7,7
F,2,111,1,2010,2010,7,AGSILVEIRA,2010,7
F,14,7,1,10,10,10,AMOLIVEIRA,1,6027
F,18,7,?,10,10,10,LJACQUES,50,2012
F,3,102,?,7,51,7,SRPATRICIO,7,7
F,2,29,?,7,7,109,MMANDRADE,7,1791
F,7,110,1,51,2002,2002,AHSANTOS,1537,5895
F,17,6,1,6029,7,6029,MROSA,53,92
F,13,6,1,6029,7,6029,NELIZA,7,6029
F,8,6,1,6029,7,6029,CLCCOSTA,2012,50
F,10,6,1,6029,7,6029,ILIMA,53,1537
F,7,20,?,2006,2006,782,LJACQUES,50,2006
F,4,20,1,2006,2006,782,MMANDRADE,7,7
F,13,94,4,7,7,2004,REBSOUZA,633,50
F,7,89,1,50,7,6029,SRPATRICIO,7,50
F,6,96,4,1791,1791,2002,REBSOUZA,633,1791
F,3,96,1,1791,1791,2002,JSOUZA,7,7
F,5,44,?,10,10,10,RRAMOS,10,2018
F,11,17,?,2006,2006,2006,JTRES,2006,2004
F,12,10,4,7,7,2004,LJACQUES,50,2004
F,5,80,?,1,7,7,JSOUZA,7,498
F,8,94,?,7,7,10,VASMAFIOLETTI,10,2018
F,6,80,1,50,7,2006,MMANDRADE,7,10
F,4,1,1,6230,50,6230,SRPATRICIO,7,50
F,8,7,4,50,7,2006,LJACQUES,50,2006
F,4,78,4,1539,7,7,NELIZA,6029,7
F,3,78,1,1539,7,7,NELIZA,1539,6029
F,25,110,?,51,51,51,FPGCOSTA,51,2002
F,13,110,1,51,51,51,YCOSTA,5895,7
F,6,102,4,7,51,7,ILIMA,53,93
F,9,20,1,50,7,2006,EKZAPPELINI,50,7
F,4,20,1,50,7,2006,SRPATRICIO,7,50
F,6,3,1,1,7,7,NELIZA,7,50
F,9,3,1,1,7,7,SRPATRICIO,7,50
F,9,115,?,2006,2006,2006,LJACQUES,50,2006
F,7,115,1,2006,2006,2006,LJACQUES,50,7
F,7,110,1,51,51,51,SFPEREIRA,51,7
F,14,110,1,51,51,51,AVPEREIRA,2002,5901
F,11,110,1,51,51,51,NELIZA,1537,2002
F,9,110,1,51,51,51,LRGREGORIO,51,2002
F,5,5,1,50,50,10,BFGONZAGA,2018,10
F,4,80,1,1539,7,7,JSOUZA,1,7
F,39,110,?,51,51,51,ISNUNES,1006,5901
F,3,91,1,1537,7,7,SRPATRICIO,6027,7
F,6,10,4,50,7,2004,SDMARCOS,633,50
F,7,80,1,1537,7,60,SLKRAESKI,6029,92
F,14,80,1,1537,7,60,LJACQUES,50,1537
F,16,80,4,1537,7,60,SRPATRICIO,1,7
F,15,7,1,8,10,7,SDMARCOS,633,10
F,13,7,1,8,10,7,YCOSTA,51,10
F,4,101,?,10,10,10,MGUEDES,10,5893
F,11,80,1,1,7,7,SRPATRICIO,1,6027
F,12,80,1,1,7,7,SRPATRICIO,6027,7
F,8,80,4,50,7,7,APPEREIRA,6029,7
F,5,80,1,50,7,7,APPEREIRA,6029,2
F,17,110,1,51,51,51,CRODRIGUES,2002,633
F,14,110,1,51,51,51,JSOUZA,1537,2002
F,9,110,1,51,51,51,CRODRIGUES,2002,51
F,3,80,?,6080,7,6080,PREMOR,6080,1539
F,4,91,1,1540,7,2002,PREMOR,6080,2002
F,13,91,?,1540,7,2002,SRPATRICIO,7,2002
F,6,91,1,1540,7,2002,FPGCOSTA,51,1537
F,5,91,1,1540,7,2002,BBRIBEIRO,2002,51
F,7,7,4,7,7,10,JSOUZA,7,10
F,8,44,1,10,10,10,WBALSAMO,6230,50
F,4,44,1,10,10,10,VASMAFIOLETTI,10,7
F,9,2,4,6230,6230,6230,WBALSAMO,6230,50
F,5,79,?,1537,7,1537,TRAMIRES,2002,5901
F,4,79,?,1537,7,1537,NELIZA,7,6027
F,6,110,4,51,51,51,YCOSTA,51,1006
F,5,89,1,50,7,182,APPEREIRA,6029,7
F,9,96,4,1791,1791,6214,SDMARCOS,633,1791
F,4,96,1,1791,1791,6214,SRPATRICIO,7,6020
F,9,112,1,7,7,50,MMANDRADE,7,7
F,5,80,4,6080,6080,5196,FGREGUI,60,6080
F,10,10,4,50,7,2004,LJACQUES,50,2004
F,20,97,1,1788,51,51,JCCONRADO,5901,633
F,4,97,1,1788,51,51,SRPATRICIO,1537,2002
F,6,7,1,2006,2006,2006,SRPATRICIO,7,50
F,8,7,4,2006,2006,2006,TBMEDEIROS,2004,50
F,2,28,?,93,93,93,TBOSCHINI,93,633
F,7,7,?,10,10,10,LFUHR,10,2018
F,2,7,?,10,10,10,LFUHR,10,2018
F,5,91,1,1,7,2002,BBRIBEIRO,6065,2002
F,11,89,?,6230,50,6230,ISRICARTE,2012,2004
F,4,92,1,10,7,10,NELIZA,1537,10
F,6,80,?,1537,7,1537,CSMATOS,1788,1537
F,2,80,1,1537,7,1537,MMANDRADE,7,1537
F,8,110,4,51,51,51,ESARMENTO,92,5901
F,8,110,?,51,51,51,GERSON,51,5895
F,18,110,?,51,51,51,GERSON,51,5895
F,11,110,1,51,51,51,JSOUZA,7,51
F,9,89,4,50,7,309,ESARMENTO,53,2012
F,3,89,1,50,7,309,LJACQUES,50,53
F,2,89,1,50,7,309,LAVILLA,7,50
F,4,110,1,51,51,51,TRAMIRES,2002,51
F,5,110,1,51,51,51,ACFREITAS,5901,51
F,3,3,1,50,7,422,MTRICHARTZ,6029,50
F,6,2,4,6230,6230,6230,MVALERIO,6230,50
F,4,7,1,2006,2006,999,SAKOERICH,2004,2006
F,3,13,1,1,7,7,MMANDRADE,6029,7
F,18,23,1,6227,2004,6227,SRPATRICIO,6027,7
F,7,23,1,6227,2004,6227,SAKOERICH,2004,7
F,4,2,?,6230,6230,6230,SRPATRICIO,7,6029
F,11,97,1,7,7,7,RKRAUS,2012,50
F,5,2,?,50,7,50,SRPATRICIO,7,50
F,4,10,1,50,7,2004,VASILVA,50,2004
F,12,10,4,50,7,2004,MMARTINS,50,2004
F,5,10,1,50,7,2004,VASILVA,2004,50
F,7,80,1,7,7,7,MMANDRADE,7,6029
F,7,29,1,7,7,1791,MMANDRADE,7,7
F,2,44,1,10,10,10,VASMAFIOLETTI,10,5893
F,4,91,1,2002,7,2002,LCLAGO,2002,59
F,9,7,1,7,7,10,SRPATRICIO,7,7
F,4,7,1,7,7,10,LJACQUES,50,10
F,3,3,1,6029,7,394,APPEREIRA,6029,50
F,11,15,1,7,7,2004,LJACQUES,50,633
F,9,15,1,7,7,2004,SDCARDOSO,2010,2004
F,9,89,4,50,7,1227,MCARVALHO,53,2012
F,4,3,1,6029,7,7,MMANDRADE,7,6029
F,22,110,1,51,51,51,SRPATRICIO,7,51
F,26,110,1,51,51,51,DORIS,51,2002
F,15,19,1,50,7,7,SRPATRICIO,7,50
F,11,19,1,50,7,7,SSIPRIANO,2012,50
F,6,7,1,10,10,10,EMMFILHO,2018,5893
F,4,89,?,50,7,6029,LJACQUES,50,7
F,4,28,1,1996,1996,1996,KSANHAIA,1996,633
F,5,80,1,1788,7,7,LEMPEREIRA,1788,7
F,9,115,1,2006,2006,2006,JTRES,2006,2004
F,14,89,?,7,7,7,MROSA,53,7
F,13,89,1,7,7,7,RKRAUS,2012,53
F,9,89,1,7,7,7,RKRAUS,2012,50
F,2,111,1,6029,7,2010,NELIZA,7,2010
F,12,20,1,7,7,2006,SRPATRICIO,7,50
F,14,20,1,7,7,2006,MMANDRADE,7,7
F,8,20,1,7,7,2006,MMARTINS,50,2012
F,13,20,1,7,7,2006,LJACQUES,50,7
F,22,6,1,7,7,7,SRPATRICIO,7,50
F,4,7,1,10,10,7,MMANDRADE,7,51
F,6,80,1,7,7,446,MMANDRADE,7,50
F,5,80,1,7,7,446,LJACQUES,50,7
F,7,80,1,7,7,446,LJACQUES,50,6230
F,4,80,1,7,7,446,WBALSAMO,6230,50
F,6,3,1,6029,7,7,JSOUZA,7,6029
F,3,10,1,2004,50,2004,ACRESPALDI,2012,50
F,9,110,1,51,51,51,ACFREITAS,5901,2000
F,11,110,?,51,51,51,MCARVALHO,92,5901
F,8,110,1,51,51,51,VVCOSTA,51,5901
F,3,110,1,51,51,51,PVCOSTA,1006,2002
F,2,6,1,2010,2010,2010,LCSMACHADO,2010,1537
F,11,10,4,2004,50,50,REBSOUZA,633,50
F,7,23,1,2008,2008,2008,SAKOERICH,2004,2012
F,6,23,1,2008,2008,2008,FEMSANTOS,2004,2012
F,6,44,1,1996,1996,1996,CDSILVA,1996,59
F,3,10,1,2004,2004,2004,RKRAUS,2012,50
F,6,10,1,2004,2004,2004,LJACQUES,50,633
F,4,10,1,2004,2004,2004,PPASSOLD,50,2004
F,2,39,1,1539,7,7,JSOUZA,7,1539
F,3,110,1,51,51,51,PVCOSTA,1006,6211
F,7,110,1,51,51,51,ACFREITAS,5901,92
F,4,6,1,7,7,1793,MMANDRADE,7,1793
F,12,28,1,1996,1996,1996,REBSOUZA,633,1996
F,2,29,1,7,7,1791,MMANDRADE,7,1791
F,9,10,1,50,7,2004,WBALSAMO,50,2004
F,6,110,4,51,51,51,LDECKER,92,93
